Date	weight
26/10/2020	93,9
27/10/2020	91,6
28/10/2020	92,7
29/10/2020	91,1
30/10/2020	91,6
31/10/2020	93,25
01/11/2020	93,65
02/11/2020	92,85
03/11/2020	92,8
04/11/2020	92,55
05/11/2020	94,2
06/11/2020	94
07/11/2020	93,9
08/11/2020	93,9
09/11/2020	92,9
10/11/2020	93
11/11/2020	92,9
12/11/2020	93,05
13/11/2020	94,85
14/11/2020	95,95
15/11/2020	95,35
16/11/2020	93,8
17/11/2020	94,7
18/11/2020	94,05
19/11/2020	93,7
20/11/2020	94,1
21/11/2020	94,2
22/11/2020	95
23/11/2020	94,05
24/11/2020	93,8
25/11/2020	94,3
26/11/2020	94,3
30/11/2020	94,8
01/12/2020	94,3
02/12/2020	94,45
03/12/2020	94,85
04/12/2020	94,95
05/12/2020	95,2
07/12/2020	95,1
08/12/2020	95,2
09/12/2020	94,7
10/12/2020	95,1
11/12/2020	95,45
13/12/2020	95,2
14/12/2020	94,75
15/12/2020	95,05
16/12/2020	95,3
17/12/2020	94,8
18/12/2020	94,6
04/01/2021	93,4
05/01/2021	94,4
06/01/2021	94,2
08/01/2021	94,15
09/01/2021	93,45
10/01/2021	94,35
11/01/2021	94,95
12/01/2021	94,8
13/01/2021	94,2
14/01/2021	94,2
15/01/2021	94
16/01/2021	94,2
17/01/2021	94,8
18/01/2021	95,8
19/01/2021	94,35
20/01/2021	93,2
21/01/2021	93,4
23/01/2021	94,2
24/01/2021	95,2
25/01/2021	95
26/01/2021	94,15
27/01/2021	94
28/01/2021	93,95
29/01/2021	94,1
30/01/2021	93,95
31/01/2021	95,55
01/02/2021	95,25
02/02/2021	94,85
03/02/2021	94,7
04/02/2021	94,85
05/02/2021	94,7
06/02/2021	93,95
07/02/2021	94,95
08/02/2021	95,8
09/02/2021	95,05
10/02/2021	95,3
12/02/2021	95,75
13/02/2021	95,45
14/02/2021	96,05
15/02/2021	94,9
16/02/2021	94,9
17/02/2021	94,65
18/02/2021	95,3
19/02/2021	95,1
20/02/2021	93,95
21/02/2021	95,05
22/02/2021	95,15
23/02/2021	94,65
24/02/2021	94,1
25/02/2021	94,8
26/02/2021	94,8
27/02/2021	94,2
28/02/2021	95,7
01/03/2021	95,4
02/03/2021	94,75
03/03/2021	94,2
04/03/2021	94,8
05/03/2021	94,4
06/03/2021	95,3
07/03/2021	95,6
08/03/2021	95,4
09/03/2021	95,05
10/03/2021	94,9
11/03/2021	94,8
12/03/2021	95,95
13/03/2021	95,5
14/03/2021	96,3
15/03/2021	95,35
16/03/2021	94,75
20/03/2021	96,3
21/03/2021	95,7
23/03/2021	94,95
24/03/2021	94,85
25/03/2021	95,55
26/03/2021	96,15
27/03/2021	96,55
28/03/2021	96,35
29/03/2021	96,05
30/03/2021	95,8
31/03/2021	95,65
01/04/2021	95,55
02/04/2021	96,5
03/04/2021	96,25
04/04/2021	94,95
05/04/2021	95,6
06/04/2021	94,65
07/04/2021	95,05
08/04/2021	95,75
09/04/2021	95,6
10/04/2021	96,9
11/04/2021	95,6
12/04/2021	96,4
13/04/2021	95,1
14/04/2021	95,65
15/04/2021	94,4
16/04/2021	95,35
17/04/2021	95,05
18/04/2021	95,05
19/04/2021	95,65
20/04/2021	95,9
21/04/2021	95,05
22/04/2021	95,4
23/04/2021	96,55
24/04/2021	96,4
25/04/2021	96,3
26/04/2021	96,5
27/04/2021	94,95
28/04/2021	95,15
29/04/2021	94,85
01/05/2021	96,8
02/05/2021	96,45
03/05/2021	96,8
04/05/2021	97,05
05/05/2021	96,3
06/05/2021	95,75
07/05/2021	95,8
08/05/2021	95,6
09/05/2021	95,9
10/05/2021	95,9
11/05/2021	95,75
12/05/2021	95,45
13/05/2021	94,2
14/05/2021	95,25
15/05/2021	95,3
16/05/2021	95,15
17/05/2021	95,3
18/05/2021	94,95
19/05/2021	93,9
20/05/2021	95,5
21/05/2021	94,95
22/05/2021	94,05
23/05/2021	94,6
24/05/2021	96,4
25/05/2021	94,75
26/05/2021	94,7
27/05/2021	95,45
28/05/2021	94,55
29/05/2021	95,4
30/05/2021	95
31/05/2021	94,7
01/06/2021	93,45
02/06/2021	93,9
03/06/2021	94,7
04/06/2021	96
07/06/2021	94,8
10/06/2021	93,8
11/06/2021	92,4
12/06/2021	93,3
13/06/2021	94,55
14/06/2021	94,2
15/06/2021	94,35
16/06/2021	94,35
17/06/2021	93,7
18/06/2021	93
19/06/2021	93,8
20/06/2021	93,8
20/06/2021	94,4
21/06/2021	96,3
22/06/2021	94,35
23/06/2021	94,15
